,submit_time,duration,cpu,memory,job_id,task_id,instances_num,disk,priority
48,155519,14019,1,0,5616048,5616048,1,0,1
49,443473,9772,1,0,2758104,2758104,1,0,2
50,223630,14416,1,0,6649300,6649300,1,0,5
51,54525,14931,1,0,3577439,3577439,1,0,1
52,220409,18040,1,0,2072768,2072768,1,0,1
53,224255,10282,1,0,7563642,7563642,1,0,1
54,560023,12748,1,0,5685238,5685238,1,0,2
55,65771,10044,1,0,9300436,9300436,1,0,5
56,491375,10689,1,0,9938398,9938398,1,0,4
57,446349,6353,1,0,7949391,7949391,1,0,5
58,453068,12742,1,0,1504638,1504638,1,0,1
59,217644,12174,1,0,6015636,6015636,1,0,4
60,250453,12179,1,0,7668687,7668687,1,0,1
61,493912,15652,1,0,4506130,4506130,1,0,4
62,561812,7506,1,0,209232,209232,1,0,5
63,365908,12503,1,0,763784,763784,1,0,5
64,401204,5940,1,0,7650780,7650780,1,0,3
65,29453,15322,1,0,5957493,5957493,1,0,5
66,584495,16043,1,0,9379462,9379462,1,0,4
67,316395,10559,1,0,1296687,1296687,1,0,3
68,43693,18650,1,0,1408563,1408563,1,0,1
69,302397,11427,1,0,5197775,5197775,1,0,2
70,533338,13981,1,0,953610,953610,1,0,2
71,318871,11454,1,0,9635661,9635661,1,0,1
72,230311,5231,1,0,4670042,4670042,1,0,3
73,310701,10893,1,0,8529499,8529499,1,0,3
74,246465,12126,1,0,7608606,7608606,1,0,5
75,147757,16345,1,0,6774120,6774120,1,0,5
76,175284,8180,1,0,3020869,3020869,1,0,5
77,335105,20951,1,0,7662168,7662168,1,0,2
78,283046,9044,1,0,795799,795799,1,0,5
79,579344,17761,1,0,7573330,7573330,1,0,4
80,126007,9881,1,0,8539803,8539803,1,0,4
81,137214,10363,1,0,5523913,5523913,1,0,3
82,261054,12637,1,0,396808,396808,1,0,2
83,293117,9462,1,0,6240619,6240619,1,0,4
84,90573,11615,1,0,5138732,5138732,1,0,5
85,38308,7713,1,0,6762161,6762161,1,0,1
86,103961,15633,1,0,6375063,6375063,1,0,2
87,272097,4637,1,0,3659054,3659054,1,0,1
88,486515,11419,1,0,7287536,7287536,1,0,1
89,214597,8710,1,0,346936,346936,1,0,1
90,76596,9162,1,0,7975680,7975680,1,0,5
91,313164,9169,1,0,4466536,4466536,1,0,2
92,50790,13693,1,0,3229941,3229941,1,0,4
93,431802,13124,1,0,4877235,4877235,1,0,4
94,354905,10597,1,0,8686552,8686552,1,0,1
95,427673,6037,1,0,8266985,8266985,1,0,4
96,602080,7501,1,0,464186,464186,1,0,4
97,117260,13270,1,0,3340523,3340523,1,0,5
98,323905,14655,1,0,1987761,1987761,1,0,2
99,257983,8239,1,0,5913027,5913027,1,0,3
100,260782,5171,1,0,5368874,5368874,1,0,4
101,429877,17263,1,0,1580463,1580463,1,0,5
102,507079,8722,1,0,1341982,1341982,1,0,1
103,360670,13610,1,0,1431993,1431993,1,0,3
104,276525,14608,1,0,261475,261475,1,0,4
105,586194,17949,1,0,5335203,5335203,1,0,3
106,206581,19742,1,0,7518558,7518558,1,0,3
107,21803,10011,1,0,2373019,2373019,1,0,2
108,76380,9196,1,0,2336608,2336608,1,0,3
109,479091,15764,1,0,1771001,1771001,1,0,1
110,21863,13770,1,0,3232587,3232587,1,0,3
111,511001,4357,1,0,2224528,2224528,1,0,4
112,407774,10195,1,0,8525888,8525888,1,0,1
113,453857,9738,1,0,6924836,6924836,1,0,1
114,61258,7767,1,0,4631378,4631378,1,0,5
115,530211,13726,1,0,4881572,4881572,1,0,3
116,449746,8754,1,0,2626706,2626706,1,0,4
117,273412,12734,1,0,851791,851791,1,0,4
118,514198,12593,1,0,6057239,6057239,1,0,4
119,566945,12832,1,0,5641262,5641262,1,0,5
120,68968,9875,1,0,5437880,5437880,1,0,4
121,355998,7671,1,0,1476301,1476301,1,0,4
122,256148,15642,1,0,1165700,1165700,1,0,5
123,302069,7473,1,0,1498344,1498344,1,0,2
124,127039,18424,1,0,2297303,2297303,1,0,1
125,531642,13484,1,0,1647078,1647078,1,0,5
126,415951,22655,1,0,6772937,6772937,1,0,1
127,214143,9081,1,0,1992281,1992281,1,0,5
128,73023,5700,1,0,8451711,8451711,1,0,2
129,428706,11236,1,0,8073837,8073837,1,0,5
130,71126,13906,1,0,6500193,6500193,1,0,3
131,15752,10001,1,0,4546724,4546724,1,0,4
132,124301,16007,1,0,3733347,3733347,1,0,3
133,443395,9526,1,0,8916094,8916094,1,0,4
134,200162,7757,1,0,5957588,5957588,1,0,2
135,546788,10199,1,0,9941809,9941809,1,0,3
136,590563,14427,1,0,2982320,2982320,1,0,4
137,360887,11717,1,0,8556434,8556434,1,0,3
138,388848,8861,1,0,9362646,9362646,1,0,1
139,329707,5160,1,0,1871802,1871802,1,0,4
140,577113,11023,1,0,4300426,4300426,1,0,4
141,352545,12160,1,0,2752465,2752465,1,0,2
142,389451,9316,1,0,1133706,1133706,1,0,5
143,2995,9532,1,0,7783492,7783492,1,0,4
144,522180,10622,1,0,2199815,2199815,1,0,5
145,182248,8493,1,0,8358794,8358794,1,0,4
146,384693,7792,1,0,2004915,2004915,1,0,2
147,433048,12614,1,0,4769495,4769495,1,0,4
148,408766,15038,1,0,7077158,7077158,1,0,1
149,207293,13347,1,0,6301552,6301552,1,0,3
150,306578,13418,1,0,2566263,2566263,1,0,5
151,379099,9285,1,0,7875815,7875815,1,0,1
152,137673,11886,1,0,1671655,1671655,1,0,5
153,33348,13352,1,0,3521718,3521718,1,0,3
154,429420,11827,1,0,2807125,2807125,1,0,5
155,385382,16195,1,0,2851709,2851709,1,0,5
156,444604,19389,1,0,7360518,7360518,1,0,4
157,27225,14139,1,0,9609377,9609377,1,0,3
158,204670,4859,1,0,3606896,3606896,1,0,1
159,306115,7932,1,0,4032094,4032094,1,0,3
160,416340,13761,1,0,6141557,6141557,1,0,4
161,254200,15509,1,0,2361173,2361173,1,0,5
162,63741,9561,1,0,468485,468485,1,0,4
163,442367,11987,1,0,8558284,8558284,1,0,4
164,232206,9455,1,0,5240366,5240366,1,0,2
165,20009,14510,1,0,7379143,7379143,1,0,3
166,560996,17162,1,0,3197581,3197581,1,0,2
167,575211,11668,1,0,7904343,7904343,1,0,5
168,167935,13855,1,0,9387087,9387087,1,0,2
169,134734,9436,1,0,877659,877659,1,0,1
170,260136,12706,1,0,8042718,8042718,1,0,4
171,161878,14772,1,0,2943785,2943785,1,0,3
172,10255,8977,1,0,8408585,8408585,1,0,3
173,449773,9008,1,0,6937380,6937380,1,0,2
174,57661,7188,1,0,3859420,3859420,1,0,2
175,92756,11037,1,0,7110595,7110595,1,0,1
176,27335,11299,1,0,2539053,2539053,1,0,2
177,146607,16492,1,0,1278515,1278515,1,0,2
178,24221,14176,1,0,1197442,1197442,1,0,5
179,497618,6489,1,0,429701,429701,1,0,4
180,347230,15309,1,0,6370040,6370040,1,0,2
181,185410,12160,1,0,8090246,8090246,1,0,3
182,389570,14630,1,0,5658830,5658830,1,0,4
183,463330,15445,1,0,207331,207331,1,0,1
184,301164,8742,1,0,2688433,2688433,1,0,2
185,512114,12569,1,0,9730459,9730459,1,0,2
186,96949,13958,1,0,2353767,2353767,1,0,3
187,161610,11996,1,0,5719980,5719980,1,0,5
188,534055,9145,1,0,4092101,4092101,1,0,5
189,137031,20365,1,0,8386615,8386615,1,0,1
190,337498,13386,1,0,2694405,2694405,1,0,4
191,263313,18096,1,0,7399463,7399463,1,0,4
192,558916,12886,1,0,4688500,4688500,1,0,3
193,140559,5752,1,0,3932357,3932357,1,0,4
194,209267,16154,1,0,3850326,3850326,1,0,4
195,260668,7603,1,0,5721258,5721258,1,0,5
196,243191,12367,1,0,1817597,1817597,1,0,2
197,90461,5995,1,0,2535202,2535202,1,0,4
198,5381,12495,1,0,5240302,5240302,1,0,5
199,73271,7100,1,0,8610169,8610169,1,0,3
200,177588,7236,1,0,3166110,3166110,1,0,3
201,407072,8061,1,0,3213217,3213217,1,0,5
202,411990,9937,1,0,9953560,9953560,1,0,4
203,69638,10141,1,0,2250018,2250018,1,0,5
204,125819,12690,1,0,6585461,6585461,1,0,4
205,312427,11171,1,0,8242027,8242027,1,0,1
206,11818,7527,1,0,3731440,3731440,1,0,1
207,565916,9037,1,0,6529244,6529244,1,0,5
208,425092,13130,1,0,9564291,9564291,1,0,3
209,262969,11048,1,0,6204880,6204880,1,0,3
210,302054,16244,1,0,1916216,1916216,1,0,2
211,411881,10669,1,0,7576046,7576046,1,0,2
212,463827,10105,1,0,6736935,6736935,1,0,2
213,593170,15913,1,0,3932497,3932497,1,0,4
214,41820,8450,1,0,763960,763960,1,0,5
215,363973,14330,1,0,4674766,4674766,1,0,5
216,236044,16112,1,0,7795172,7795172,1,0,3
217,572345,12737,1,0,8589260,8589260,1,0,1
218,389201,5130,1,0,4334568,4334568,1,0,4
219,245469,14785,1,0,7038746,7038746,1,0,2
220,202065,14021,1,0,2556834,2556834,1,0,3
221,475172,11978,1,0,4620640,4620640,1,0,1
222,229407,16465,1,0,5697458,5697458,1,0,1
223,578703,12809,1,0,7679604,7679604,1,0,1
224,387597,15838,1,0,4390721,4390721,1,0,5
225,20482,8092,1,0,7026082,7026082,1,0,3
226,563812,19803,1,0,4690264,4690264,1,0,1
227,265117,14653,1,0,5560964,5560964,1,0,2
228,461892,11526,1,0,1238246,1238246,1,0,1
229,5600,8071,1,0,1473786,1473786,1,0,3
230,125041,9670,1,0,9336875,9336875,1,0,3
231,217782,11535,1,0,6897084,6897084,1,0,5
232,170565,13271,1,0,167075,167075,1,0,2
233,505069,8441,1,0,8175358,8175358,1,0,5
234,282663,18366,1,0,390297,390297,1,0,5
235,8579,12377,1,0,5566808,5566808,1,0,1
236,113819,11760,1,0,8800707,8800707,1,0,3
237,283464,11178,1,0,6036404,6036404,1,0,1
238,482814,12140,1,0,7926798,7926798,1,0,1
239,1261,14931,1,0,7731757,7731757,1,0,2
240,443130,10068,1,0,1481468,1481468,1,0,3
241,553234,21412,1,0,3505030,3505030,1,0,1
242,513421,9649,1,0,1895142,1895142,1,0,5
243,119802,11424,1,0,6571144,6571144,1,0,2
244,222373,12957,1,0,1955753,1955753,1,0,5
245,31194,13570,1,0,5859108,5859108,1,0,1
246,211023,11268,1,0,1349213,1349213,1,0,2
247,387149,9193,1,0,7937061,7937061,1,0,2
248,585136,12280,1,0,9577858,9577858,1,0,4
249,330507,7831,1,0,6688161,6688161,1,0,4
250,157920,8250,1,0,6423324,6423324,1,0,4
251,482625,9765,1,0,212636,212636,1,0,3
252,146480,12470,1,0,8401047,8401047,1,0,1
253,181149,5453,1,0,8695980,8695980,1,0,5
254,182184,12280,1,0,7999864,7999864,1,0,1
255,214983,17418,1,0,5196628,5196628,1,0,5
256,19490,8119,1,0,1987971,1987971,1,0,4
257,500931,10680,1,0,8624164,8624164,1,0,3
258,123643,9945,1,0,6029155,6029155,1,0,4
259,499900,21246,1,0,6001418,6001418,1,0,4
260,479496,14077,1,0,85583,85583,1,0,1
261,391319,11153,1,0,3751016,3751016,1,0,3
262,174872,10121,1,0,8728596,8728596,1,0,4
263,314593,13774,1,0,4319141,4319141,1,0,4
264,570555,14820,1,0,8217099,8217099,1,0,4
265,573504,9742,1,0,6817704,6817704,1,0,3
266,294813,10209,1,0,9297091,9297091,1,0,4
267,335285,9174,1,0,4135039,4135039,1,0,4
268,99794,10737,1,0,9112927,9112927,1,0,2
269,157826,10134,1,0,4047356,4047356,1,0,3
270,261258,9643,1,0,7162681,7162681,1,0,5
271,408117,12918,1,0,2487697,2487697,1,0,1
272,423578,7151,1,0,2783163,2783163,1,0,4
273,189483,14054,1,0,5696535,5696535,1,0,3
274,586617,14794,1,0,5497742,5497742,1,0,4
275,188934,8437,1,0,8464411,8464411,1,0,3
276,252242,9967,1,0,698775,698775,1,0,1
277,440921,7379,1,0,8658654,8658654,1,0,5
278,162482,11352,1,0,6561812,6561812,1,0,3
279,407470,8046,1,0,4644883,4644883,1,0,3
280,67703,10726,1,0,1351683,1351683,1,0,5
281,454194,18076,1,0,817516,817516,1,0,3
282,484221,13878,1,0,5222277,5222277,1,0,1
283,465444,8276,1,0,7191053,7191053,1,0,2
284,572558,16711,1,0,6099345,6099345,1,0,3
285,104760,15454,1,0,5389550,5389550,1,0,2
286,346559,13398,1,0,3422656,3422656,1,0,5
287,162293,9810,1,0,8027015,8027015,1,0,5
288,411295,13716,1,0,2566198,2566198,1,0,5
289,253422,9306,1,0,5948370,5948370,1,0,5
290,299964,17227,1,0,674785,674785,1,0,5
291,478150,16141,1,0,7289894,7289894,1,0,5
292,167191,13211,1,0,8047143,8047143,1,0,4
293,93887,9694,1,0,4664988,4664988,1,0,3
294,209481,6841,1,0,7559084,7559084,1,0,3
295,552391,11069,1,0,9462512,9462512,1,0,1
296,166875,14852,1,0,7017697,7017697,1,0,1
297,465424,9474,1,0,3269511,3269511,1,0,1
298,366712,15082,1,0,5288108,5288108,1,0,5
299,232870,13172,1,0,9483896,9483896,1,0,1
300,514743,9870,1,0,4844159,4844159,1,0,4
301,302818,6965,1,0,7007052,7007052,1,0,3
302,26062,8059,1,0,7454712,7454712,1,0,3
303,437719,9598,1,0,239897,239897,1,0,5
304,93815,17862,1,0,9054711,9054711,1,0,1
305,411926,18699,1,0,7838862,7838862,1,0,3
306,463403,12683,1,0,6121103,6121103,1,0,2
307,130289,12283,1,0,5891531,5891531,1,0,5
308,308936,14042,1,0,8067759,8067759,1,0,2
309,345646,5881,1,0,3034502,3034502,1,0,1
310,321177,12643,1,0,9422091,9422091,1,0,3
311,394614,11393,1,0,4558778,4558778,1,0,2
312,422669,14444,1,0,1114688,1114688,1,0,4
313,465019,5549,1,0,75035,75035,1,0,5
314,118565,18057,1,0,5773013,5773013,1,0,2
315,331334,9901,1,0,4240594,4240594,1,0,5
316,501018,15268,1,0,4075587,4075587,1,0,1
317,296139,9565,1,0,8654930,8654930,1,0,3
318,419810,14348,1,0,6022958,6022958,1,0,3
319,420709,11262,1,0,9575412,9575412,1,0,5
320,156646,8703,1,0,3349259,3349259,1,0,3
321,226893,9664,1,0,548722,548722,1,0,4
322,209882,11755,1,0,5197621,5197621,1,0,5
323,197287,11769,1,0,4365,4365,1,0,3
324,474849,16108,1,0,1029836,1029836,1,0,2
325,188818,8227,1,0,7099368,7099368,1,0,5
326,148260,6872,1,0,7747800,7747800,1,0,4
327,318742,9321,1,0,9096828,9096828,1,0,2
328,284158,16418,1,0,3567717,3567717,1,0,5
329,538880,7537,1,0,8910263,8910263,1,0,1
330,401671,13471,1,0,6116609,6116609,1,0,2
331,36849,12948,1,0,6556203,6556203,1,0,1
332,350018,10508,1,0,4734938,4734938,1,0,5
333,415203,9457,1,0,1335268,1335268,1,0,4
334,201291,18418,1,0,1203071,1203071,1,0,4
335,583226,14291,1,0,1086820,1086820,1,0,4
336,82748,19592,1,0,2704482,2704482,1,0,4
337,437594,9989,1,0,8355891,8355891,1,0,4
338,335174,12703,1,0,5218546,5218546,1,0,1
339,165445,4119,1,0,3748540,3748540,1,0,1
340,512457,12950,1,0,3427325,3427325,1,0,1
341,44561,11738,1,0,4900949,4900949,1,0,2
342,556167,9896,1,0,5923140,5923140,1,0,1
343,204189,13079,1,0,897644,897644,1,0,4
344,7243,11962,1,0,2649716,2649716,1,0,2
345,67190,11951,1,0,1786363,1786363,1,0,1
346,536045,12413,1,0,3443150,3443150,1,0,1
347,169918,11029,1,0,8632128,8632128,1,0,5
348,221126,12295,1,0,8073181,8073181,1,0,3
349,249145,15340,1,0,5513399,5513399,1,0,2
350,507281,17771,1,0,6140233,6140233,1,0,5
351,40449,13159,1,0,1880663,1880663,1,0,1
352,197789,5336,1,0,3757423,3757423,1,0,4
353,152536,13812,1,0,173859,173859,1,0,5
354,452425,11211,1,0,4859402,4859402,1,0,4
355,259788,6273,1,0,3290646,3290646,1,0,1
356,410659,15928,1,0,8967830,8967830,1,0,4
357,351808,7564,1,0,9346438,9346438,1,0,1
358,188291,13830,1,0,3158355,3158355,1,0,2
359,125287,16661,1,0,947041,947041,1,0,2
360,433884,13791,1,0,5848822,5848822,1,0,5
361,461540,19405,1,0,5872762,5872762,1,0,4
362,437497,15322,1,0,4754366,4754366,1,0,4
363,602062,5240,1,0,6319859,6319859,1,0,2
364,54610,13206,1,0,3615156,3615156,1,0,5
365,95357,9082,1,0,4218360,4218360,1,0,3
366,271048,16725,1,0,3038913,3038913,1,0,3
367,442457,8134,1,0,1755575,1755575,1,0,4
368,455374,14200,1,0,5622421,5622421,1,0,4
369,399201,7497,1,0,3120988,3120988,1,0,3
370,49724,9031,1,0,8190320,8190320,1,0,4
371,189447,8480,1,0,8039904,8039904,1,0,5
372,155044,8111,1,0,3529349,3529349,1,0,2
373,142161,5453,1,0,9395063,9395063,1,0,4
374,383596,14825,1,0,9417614,9417614,1,0,5
375,461470,14380,1,0,454720,454720,1,0,5
376,466526,18777,1,0,3954499,3954499,1,0,4
377,412865,12977,1,0,5365784,5365784,1,0,5
378,508942,11307,1,0,9225402,9225402,1,0,5
379,41382,15692,1,0,9150923,9150923,1,0,4
380,586614,12187,1,0,5646350,5646350,1,0,5
381,392314,15926,1,0,7761729,7761729,1,0,5
382,566196,15847,1,0,4063036,4063036,1,0,2
383,151327,11341,1,0,7748227,7748227,1,0,4
384,289859,16302,1,0,5448055,5448055,1,0,4
385,406248,21115,1,0,9793686,9793686,1,0,1
386,35235,11906,1,0,1155046,1155046,1,0,5
387,144106,12830,1,0,1533586,1533586,1,0,4
388,602158,9351,1,0,890273,890273,1,0,2
389,30494,13749,1,0,1516979,1516979,1,0,5
390,225555,16988,1,0,8953917,8953917,1,0,2
391,453195,11293,1,0,1515297,1515297,1,0,1
392,415493,16306,1,0,4272363,4272363,1,0,4
393,512909,9154,1,0,6670327,6670327,1,0,5
394,135250,12084,1,0,9533331,9533331,1,0,3
395,469193,9808,1,0,4835660,4835660,1,0,4
396,284435,14714,1,0,1915780,1915780,1,0,3
397,298477,12914,1,0,1670728,1670728,1,0,5
398,496172,17631,1,0,330136,330136,1,0,3
399,404472,10776,1,0,940934,940934,1,0,2
400,505367,19984,1,0,6349424,6349424,1,0,1
401,274446,10001,1,0,5308864,5308864,1,0,2
402,450860,16480,1,0,8468154,8468154,1,0,1
403,497271,6197,1,0,3909331,3909331,1,0,2
404,209568,10678,1,0,4706674,4706674,1,0,5
405,533733,13537,1,0,5447964,5447964,1,0,4
406,604088,18630,1,0,1774754,1774754,1,0,5
407,183557,11072,1,0,3425616,3425616,1,0,3
408,5091,15248,1,0,123300,123300,1,0,1
409,241658,12694,1,0,6976239,6976239,1,0,3
410,210280,13172,1,0,2139654,2139654,1,0,5
411,602111,12169,1,0,9811442,9811442,1,0,5
412,7641,13134,1,0,4056197,4056197,1,0,3
413,354628,10848,1,0,9455707,9455707,1,0,2
414,220794,15935,1,0,4289300,4289300,1,0,1
415,317794,12439,1,0,5695588,5695588,1,0,3
416,302919,5344,1,0,7854070,7854070,1,0,2
417,73732,12731,1,0,6789755,6789755,1,0,1
418,12066,15582,1,0,7069949,7069949,1,0,4
419,178856,14555,1,0,5134531,5134531,1,0,1
420,205123,9012,1,0,4410353,4410353,1,0,4
421,284536,14307,1,0,1108399,1108399,1,0,2
422,431756,7825,1,0,7351105,7351105,1,0,3
423,403438,10452,1,0,7607957,7607957,1,0,2
424,108127,17729,1,0,417153,417153,1,0,4
425,224045,12391,1,0,1251798,1251798,1,0,2
426,204005,14003,1,0,5864918,5864918,1,0,2
427,546672,12276,1,0,3406397,3406397,1,0,4
428,592274,12998,1,0,198525,198525,1,0,5
429,22683,16567,1,0,9729432,9729432,1,0,1
430,309031,15434,1,0,5991532,5991532,1,0,2
431,186307,12954,1,0,4827934,4827934,1,0,2
432,410636,2879,1,0,764497,764497,1,0,5
433,504258,8440,1,0,3810126,3810126,1,0,5
434,175421,11212,1,0,12265,12265,1,0,5
435,253531,12658,1,0,1042333,1042333,1,0,3
436,468747,8344,1,0,4576448,4576448,1,0,3
437,511611,13224,1,0,4375975,4375975,1,0,5
438,551415,14659,1,0,1529198,1529198,1,0,2
439,328479,10266,1,0,9175011,9175011,1,0,2
440,87324,15151,1,0,8311215,8311215,1,0,3
441,327370,16833,1,0,2958356,2958356,1,0,4
442,601192,16784,1,0,7968053,7968053,1,0,3
443,262730,14872,1,0,8787528,8787528,1,0,4
444,437870,10880,1,0,9987318,9987318,1,0,4
445,500010,13274,1,0,8640534,8640534,1,0,1
446,196708,15385,1,0,2816850,2816850,1,0,2
447,304518,11884,1,0,5595589,5595589,1,0,3
448,504430,8559,1,0,9788218,9788218,1,0,5
449,120448,15149,1,0,5341575,5341575,1,0,2
450,174583,9901,1,0,6683489,6683489,1,0,3
451,597730,5614,1,0,8627784,8627784,1,0,1
452,196446,16379,1,0,6871660,6871660,1,0,5
453,466357,7921,1,0,3429317,3429317,1,0,4
454,196311,13744,1,0,9229995,9229995,1,0,2
455,363863,12355,1,0,6972518,6972518,1,0,1
456,451325,14297,1,0,2838743,2838743,1,0,5
457,267060,15303,1,0,9544129,9544129,1,0,4
458,91478,9811,1,0,3574314,3574314,1,0,3
459,298258,14579,1,0,5006484,5006484,1,0,5
460,155468,7377,1,0,7660318,7660318,1,0,3
461,112619,12912,1,0,3483844,3483844,1,0,2
462,264801,8034,1,0,2809783,2809783,1,0,3
463,520159,16835,1,0,4202278,4202278,1,0,3
464,339599,16315,1,0,8654679,8654679,1,0,1
465,346634,11417,1,0,2736824,2736824,1,0,4
466,535904,14324,1,0,4078516,4078516,1,0,4
467,439615,14029,1,0,826536,826536,1,0,2
468,46197,12908,1,0,4855498,4855498,1,0,5
469,409815,14724,1,0,8264205,8264205,1,0,2
470,342947,17927,1,0,187001,187001,1,0,1
471,387033,20861,1,0,1865952,1865952,1,0,3
472,11924,15772,1,0,6968273,6968273,1,0,4
473,207244,13120,1,0,2582922,2582922,1,0,5
474,59317,17082,1,0,7341916,7341916,1,0,4
475,528936,14809,1,0,3873924,3873924,1,0,4
476,5135,10922,1,0,6214551,6214551,1,0,2
477,43518,9941,1,0,8712013,8712013,1,0,2
478,209530,7783,1,0,4691467,4691467,1,0,2
479,432463,8675,1,0,7945327,7945327,1,0,2
480,499173,7269,1,0,1540294,1540294,1,0,2
481,55806,15753,1,0,8425905,8425905,1,0,3
482,557725,14720,1,0,8981918,8981918,1,0,1
483,273663,15279,1,0,9413561,9413561,1,0,5
484,69195,8584,1,0,3160443,3160443,1,0,2
485,546849,6597,1,0,4067999,4067999,1,0,1
486,10738,12706,1,0,6035105,6035105,1,0,3
487,190306,12638,1,0,1925580,1925580,1,0,5
488,476933,8593,1,0,6533436,6533436,1,0,1
489,58366,14178,1,0,2286405,2286405,1,0,1
490,517313,9670,1,0,3128008,3128008,1,0,1
491,475036,15917,1,0,4648049,4648049,1,0,4
492,585445,10818,1,0,1744185,1744185,1,0,3
493,470226,11610,1,0,8050149,8050149,1,0,3
494,76245,20015,1,0,9057101,9057101,1,0,5
495,36504,14534,1,0,7168760,7168760,1,0,4
496,186610,12672,1,0,5083750,5083750,1,0,5
497,221306,20232,1,0,4613600,4613600,1,0,5
498,251346,12977,1,0,8275195,8275195,1,0,2
499,567302,11863,1,0,2238219,2238219,1,0,4
500,424013,11049,1,0,3433233,3433233,1,0,1
501,113290,6184,1,0,9847565,9847565,1,0,4
502,309500,12437,1,0,6735679,6735679,1,0,3
503,2189,14595,1,0,6561828,6561828,1,0,1
504,301858,3497,1,0,1371045,1371045,1,0,2
505,337109,12066,1,0,2636835,2636835,1,0,2
506,183767,6911,1,0,1642575,1642575,1,0,2
507,83590,15819,1,0,8279654,8279654,1,0,2
508,418971,12444,1,0,2252234,2252234,1,0,5
509,152417,13297,1,0,8349578,8349578,1,0,5
510,309179,18767,1,0,9128532,9128532,1,0,1
511,390894,10217,1,0,3961291,3961291,1,0,1
512,474038,9589,1,0,1070997,1070997,1,0,2
513,603319,17764,1,0,6902440,6902440,1,0,1
514,564313,11239,1,0,468637,468637,1,0,3
515,223651,11281,1,0,6393346,6393346,1,0,1
516,173283,12196,1,0,3975222,3975222,1,0,5
517,353623,7907,1,0,4000745,4000745,1,0,2
518,192487,12647,1,0,6964151,6964151,1,0,2
519,591054,8671,1,0,452938,452938,1,0,3
520,348210,5739,1,0,1362469,1362469,1,0,5
521,159351,16079,1,0,8290731,8290731,1,0,4
522,317287,16379,1,0,5311969,5311969,1,0,5
523,271375,8325,1,0,9930293,9930293,1,0,2
524,128191,14165,1,0,8400671,8400671,1,0,4
525,543707,9820,1,0,4629270,4629270,1,0,4
526,168993,13317,1,0,9556315,9556315,1,0,4
527,598210,15802,1,0,7920280,7920280,1,0,3
528,168792,10733,1,0,9579397,9579397,1,0,5
529,31898,8569,1,0,8971028,8971028,1,0,2
530,587150,13878,1,0,7982943,7982943,1,0,5
531,234880,16091,1,0,2390563,2390563,1,0,2
532,532343,6302,1,0,2695561,2695561,1,0,1
533,491975,11515,1,0,9807173,9807173,1,0,1
534,549056,11539,1,0,4124716,4124716,1,0,2
535,185101,7872,1,0,9188206,9188206,1,0,2
536,522748,15935,1,0,2105260,2105260,1,0,5
537,569997,9549,1,0,5718762,5718762,1,0,5
538,500116,11091,1,0,557490,557490,1,0,4
